,taxon_name_w_authors,v10_11_12_13_accepted_name_w_author,v14_taxon_name_w_authors,v14_chained_accepted_name_w_author,v14_chained_accepted_species,v14_direct_accepted_name_w_author,v14_direct_accepted_species
1137116,Philibertia peduncularis (Benth.) Goyder,Philibertia gilliesii Hook. & Arn.,Philibertia gilliesii Hook. & Arn.,Philibertia gilliesii Hook. & Arn.,Philibertia gilliesii,Philibertia peduncularis (Benth.) Goyder,Philibertia peduncularis
1137475,Hypericum acutum var. rotundifolium (Willk.) Schinz,Hypericum undulatum var. boeticum (Boiss.) Lange,Hypericum undulatum var. boeticum (Boiss.) Lange,Hypericum undulatum var. boeticum (Boiss.) Lange,Hypericum undulatum,Hypericum tetrapterum var. tetrapterum,Hypericum tetrapterum
1137477,Hypericum tetrapterum var. rotundifolium Willk.,Hypericum undulatum var. boeticum (Boiss.) Lange,Hypericum undulatum var. boeticum (Boiss.) Lange,Hypericum undulatum var. boeticum (Boiss.) Lange,Hypericum undulatum,Hypericum tetrapterum var. tetrapterum,Hypericum tetrapterum
1137502,Calpidisca roraimensis (N.E.Br.) Gleason,Utricularia amethystina Salzm. ex A.St.-Hil. & Girard,Utricularia amethystina Salzm. ex A.St.-Hil. & Girard,Utricularia amethystina Salzm. ex A.St.-Hil. & Girard,Utricularia amethystina,Utricularia roraimensis N.E.Br.,Utricularia roraimensis
1137745,Quercus faginea var. submembranacea (Cout.) A.Camus,Quercus × tlemcenensis Trab.,Quercus × tlemcenensis Trab.,Quercus × tlemcenensis Trab.,Quercus × tlemcenensis,Quercus faginea subsp. faginea,Quercus faginea
1137746,Quercus lusitanica var. submembranacea (Cout.) C.Vicioso,Quercus × tlemcenensis Trab.,Quercus × tlemcenensis Trab.,Quercus × tlemcenensis Trab.,Quercus × tlemcenensis,Quercus faginea subsp. faginea,Quercus faginea
1137750,Scirpus subasper Beetle,"Rhodoscirpus asper (J.Presl & C.Presl) Lév.-Bourret, Donadío & J.R.Starr","Rhodoscirpus asper (J.Presl & C.Presl) Lév.-Bourret, Donadío & J.R.Starr","Rhodoscirpus asper (J.Presl & C.Presl) Lév.-Bourret, Donadío & J.R.Starr",Rhodoscirpus asper,Rhodoscirpus asper var. asper,Rhodoscirpus asper
1137751,Scirpus subasper var. polystachyus (C.B.Clarke) Beetle ex J.F.Macbr.,"Rhodoscirpus asper (J.Presl & C.Presl) Lév.-Bourret, Donadío & J.R.Starr","Rhodoscirpus asper (J.Presl & C.Presl) Lév.-Bourret, Donadío & J.R.Starr","Rhodoscirpus asper (J.Presl & C.Presl) Lév.-Bourret, Donadío & J.R.Starr",Rhodoscirpus asper,Rhodoscirpus asper var. asper,Rhodoscirpus asper
1138300,Pinus pseudostrobus subsp. yecorensis (Debreczy & I.Rácz) Silba,Pinus pseudostrobus var. pseudostrobus,Pinus pseudostrobus var. pseudostrobus,Pinus pseudostrobus var. pseudostrobus,Pinus pseudostrobus,Pinus yecorensis Debreczy & I.Rácz,Pinus yecorensis
1138304,Fusifilum minus (A.V.Duthie) Speta,"Austronea virens (Schltr.) Mart.-Azorín, M.B.Crespo, M.Pinter & Wetschnig","Austronea virens (Schltr.) Mart.-Azorín, M.B.Crespo, M.Pinter & Wetschnig",Drimia virens (Schltr.) J.C.Manning & Goldblatt,Drimia virens,Drimia minor (A.V.Duthie) Jessop,Drimia minor
1138306,"Physodia minor (A.V.Duthie) U.Müll.-Doblies, J.S.Tang & D.Müll.-Doblies","Austronea virens (Schltr.) Mart.-Azorín, M.B.Crespo, M.Pinter & Wetschnig","Austronea virens (Schltr.) Mart.-Azorín, M.B.Crespo, M.Pinter & Wetschnig",Drimia virens (Schltr.) J.C.Manning & Goldblatt,Drimia virens,Drimia minor (A.V.Duthie) Jessop,Drimia minor
1138307,Drimia minor (A.V.Duthie) Jessop,"Austronea virens (Schltr.) Mart.-Azorín, M.B.Crespo, M.Pinter & Wetschnig","Austronea virens (Schltr.) Mart.-Azorín, M.B.Crespo, M.Pinter & Wetschnig",Drimia virens (Schltr.) J.C.Manning & Goldblatt,Drimia virens,Drimia minor (A.V.Duthie) Jessop,Drimia minor
1139306,Marsdenia clausa var. bifida (Griseb.) M.Gómez,"Ruehssia clausa (R.Br.) Liede, S.Reuss & Meve","Ruehssia clausa (R.Br.) Liede, S.Reuss & Meve","Ruehssia clausa (R.Br.) Liede, S.Reuss & Meve",Ruehssia clausa,Ruehssia campanulata (Griseb.) Morillo & Mora Méndez,Ruehssia campanulata
1139309,Marsdenia clausa var. campanulata (Griseb.) M.Gómez,"Ruehssia clausa (R.Br.) Liede, S.Reuss & Meve","Ruehssia clausa (R.Br.) Liede, S.Reuss & Meve","Ruehssia clausa (R.Br.) Liede, S.Reuss & Meve",Ruehssia clausa,Ruehssia campanulata (Griseb.) Morillo & Mora Méndez,Ruehssia campanulata
1139572,Vermeulenia papilionacea var. bruhnsiana (Gruner) Szlach.,Anacamptis papilionacea subsp. papilionacea,Anacamptis papilionacea subsp. papilionacea,Anacamptis papilionacea subsp. papilionacea,Anacamptis papilionacea,"Anacamptis papilionacea subsp. schirwanica (Woronow) H.Kretzschmar, Eccarius & H.Dietr.",Anacamptis papilionacea
1139573,Orchis bruhnsiana (Gruner) Majorov ex Grossh.,Anacamptis papilionacea subsp. papilionacea,Anacamptis papilionacea subsp. papilionacea,Anacamptis papilionacea subsp. papilionacea,Anacamptis papilionacea,"Anacamptis papilionacea subsp. schirwanica (Woronow) H.Kretzschmar, Eccarius & H.Dietr.",Anacamptis papilionacea
1139574,Vermeulenia caspia (Trautv.) Á.Löve & D.Löve,Anacamptis papilionacea subsp. papilionacea,Anacamptis papilionacea subsp. papilionacea,Anacamptis papilionacea subsp. papilionacea,Anacamptis papilionacea,"Anacamptis papilionacea subsp. schirwanica (Woronow) H.Kretzschmar, Eccarius & H.Dietr.",Anacamptis papilionacea
1139575,Vermeulenia papilionacea var. alibertis (G.Kretzschmar & H.Kretzschmar) P.Delforge,Anacamptis papilionacea subsp. papilionacea,Anacamptis papilionacea subsp. papilionacea,Anacamptis papilionacea subsp. papilionacea,Anacamptis papilionacea,"Anacamptis papilionacea subsp. alibertis (G.Kretzschmar & H.Kretzschmar) H.Kretzschmar, Eccarius & H.Dietr.",Anacamptis papilionacea
1139576,"Anacamptis papilionacea subsp. schirwanica (Woronow) H.Kretzschmar, Eccarius & H.Dietr.",Anacamptis papilionacea subsp. papilionacea,Anacamptis papilionacea subsp. papilionacea,Anacamptis papilionacea subsp. papilionacea,Anacamptis papilionacea,"Anacamptis papilionacea subsp. schirwanica (Woronow) H.Kretzschmar, Eccarius & H.Dietr.",Anacamptis papilionacea
1139577,"Anacamptis papilionacea subsp. alibertis (G.Kretzschmar & H.Kretzschmar) H.Kretzschmar, Eccarius & H.Dietr.",Anacamptis papilionacea subsp. papilionacea,Anacamptis papilionacea subsp. papilionacea,Anacamptis papilionacea subsp. papilionacea,Anacamptis papilionacea,"Anacamptis papilionacea subsp. alibertis (G.Kretzschmar & H.Kretzschmar) H.Kretzschmar, Eccarius & H.Dietr.",Anacamptis papilionacea
1139579,Vermeulenia papilionacea var. messenica (Renz) P.Delforge,Anacamptis papilionacea subsp. papilionacea,Anacamptis papilionacea subsp. papilionacea,Anacamptis papilionacea subsp. papilionacea,Anacamptis papilionacea,"Anacamptis papilionacea subsp. messenica (Renz) H.Kretzschmar, Eccarius & H.Dietr.",Anacamptis papilionacea
1139580,"Anacamptis papilionacea subsp. messenica (Renz) H.Kretzschmar, Eccarius & H.Dietr.",Anacamptis papilionacea subsp. papilionacea,Anacamptis papilionacea subsp. papilionacea,Anacamptis papilionacea subsp. papilionacea,Anacamptis papilionacea,"Anacamptis papilionacea subsp. messenica (Renz) H.Kretzschmar, Eccarius & H.Dietr.",Anacamptis papilionacea
1139582,Orchis papilionacea subsp. schirwanica (Woronow) Soó,Anacamptis papilionacea subsp. papilionacea,Anacamptis papilionacea subsp. papilionacea,Anacamptis papilionacea subsp. papilionacea,Anacamptis papilionacea,"Anacamptis papilionacea subsp. schirwanica (Woronow) H.Kretzschmar, Eccarius & H.Dietr.",Anacamptis papilionacea
1139583,Herorchis papilionacea subsp. messenica (Renz) D.Tyteca & E.Klein,Anacamptis papilionacea subsp. papilionacea,Anacamptis papilionacea subsp. papilionacea,Anacamptis papilionacea subsp. papilionacea,Anacamptis papilionacea,"Anacamptis papilionacea subsp. messenica (Renz) H.Kretzschmar, Eccarius & H.Dietr.",Anacamptis papilionacea
1139584,Herorchis papilionacea subsp. schirwanica (Woronow) D.Tyteca & E.Klein,Anacamptis papilionacea subsp. papilionacea,Anacamptis papilionacea subsp. papilionacea,Anacamptis papilionacea subsp. papilionacea,Anacamptis papilionacea,"Anacamptis papilionacea subsp. schirwanica (Woronow) H.Kretzschmar, Eccarius & H.Dietr.",Anacamptis papilionacea
1139585,Orchis papilionacea subsp. messenica (Renz) Kreutz,Anacamptis papilionacea subsp. papilionacea,Anacamptis papilionacea subsp. papilionacea,Anacamptis papilionacea subsp. papilionacea,Anacamptis papilionacea,"Anacamptis papilionacea subsp. messenica (Renz) H.Kretzschmar, Eccarius & H.Dietr.",Anacamptis papilionacea
1139586,Orchis papilionacea subsp. bruhnsiana (Gruner) Soó,Anacamptis papilionacea subsp. papilionacea,Anacamptis papilionacea subsp. papilionacea,Anacamptis papilionacea subsp. papilionacea,Anacamptis papilionacea,"Anacamptis papilionacea subsp. schirwanica (Woronow) H.Kretzschmar, Eccarius & H.Dietr.",Anacamptis papilionacea
1139587,Orchis papilionacea var. alibertis (G.Kretzschmar & H.Kretzschmar) P.Delforge,Anacamptis papilionacea subsp. papilionacea,Anacamptis papilionacea subsp. papilionacea,Anacamptis papilionacea subsp. papilionacea,Anacamptis papilionacea,"Anacamptis papilionacea subsp. alibertis (G.Kretzschmar & H.Kretzschmar) H.Kretzschmar, Eccarius & H.Dietr.",Anacamptis papilionacea
1140620,Lampranthus acrosepalus (L.Bolus) L.Bolus,Lampranthus bicolor (L.) N.E.Br.,Lampranthus bicolor (L.) N.E.Br.,Lampranthus bicolor (L.) N.E.Br.,Lampranthus bicolor,Lampranthus acrosepalus (L.Bolus) L.Bolus,Lampranthus acrosepalus
1140621,Lampranthus rubroluteus (L.Bolus) L.Bolus,Lampranthus bicolor (L.) N.E.Br.,Lampranthus bicolor (L.) N.E.Br.,Lampranthus bicolor (L.) N.E.Br.,Lampranthus bicolor,Lampranthus acrosepalus (L.Bolus) L.Bolus,Lampranthus acrosepalus
1140670,Lampranthus vallis-gratiae (Schltr. & A.Berger) N.E.Br.,Lampranthus falcatus (L.) N.E.Br.,Lampranthus falcatus (L.) N.E.Br.,Lampranthus falcatus (L.) N.E.Br.,Lampranthus falcatus,Lampranthus vallis-gratiae (Schltr. & A.Berger) N.E.Br.,Lampranthus vallis-gratiae
1140758,Ligusticum apiifolium (Nutt.) A.Gray,Lomatium dissectum (Nutt.) Mathias & Constance,Lomatium dissectum (Nutt.) Mathias & Constance,Lomatium dissectum (Nutt.) Mathias & Constance,Lomatium dissectum,Ligusticum apiifolium (Nutt.) A.Gray,Ligusticum apiifolium
1140854,Lonchocarpus nicoyensis (Donn.Sm.) Pittier,Lonchocarpus acuminatus (Schltdl.) M.Sousa,Lonchocarpus acuminatus (Schltdl.) M.Sousa,Lonchocarpus acuminatus (Schltdl.) M.Sousa,Lonchocarpus acuminatus,Lonchocarpus nicoyensis (Donn.Sm.) Pittier,Lonchocarpus nicoyensis
1140909,Lupinus microcarpus var. recurvatus (Meyen) Reiche,Lupinus microcarpus Sims,Lupinus microcarpus Sims,Lupinus microcarpus Sims,Lupinus microcarpus,Lupinus microcarpus var. microcarpus,Lupinus microcarpus
1140910,Lupinus densiflorus subsp. austrocollium (C.P.Sm.) D.B.Dunn,Lupinus microcarpus Sims,Lupinus microcarpus Sims,Lupinus microcarpus Sims,Lupinus microcarpus,Lupinus microcarpus var. microcarpus,Lupinus microcarpus
1141240,Neomammillaria boedekeriana (Quehl) Britton & Rose,Mammillaria crinita DC.,Mammillaria crinita DC.,Mammillaria crinita DC.,Mammillaria crinita,Mammillaria crinita subsp. crinita,Mammillaria crinita
1141241,Krainzia crinita subsp. leucantha (Boed.) Doweld,Mammillaria crinita DC.,Mammillaria crinita DC.,Mammillaria crinita DC.,Mammillaria crinita,Mammillaria crinita subsp. leucantha (Boed.) D.R.Hunt,Mammillaria crinita
1141242,Neomammillaria aurihamata (Boed.) Y.Itô,Mammillaria crinita DC.,Mammillaria crinita DC.,Mammillaria crinita DC.,Mammillaria crinita,Mammillaria crinita subsp. leucantha (Boed.) D.R.Hunt,Mammillaria crinita
1141243,Mammillaria crinita subsp. leucantha (Boed.) D.R.Hunt,Mammillaria crinita DC.,Mammillaria crinita DC.,Mammillaria crinita DC.,Mammillaria crinita,Mammillaria crinita subsp. leucantha (Boed.) D.R.Hunt,Mammillaria crinita
1141244,Mammillaria pygmaea (Britton & Rose) A.Berger,Mammillaria crinita DC.,Mammillaria crinita DC.,Mammillaria crinita DC.,Mammillaria crinita,Mammillaria crinita subsp. crinita,Mammillaria crinita
1141245,Mammillaria schelhasii var. aurihamata (Boed.) Repp.,Mammillaria crinita DC.,Mammillaria crinita DC.,Mammillaria crinita DC.,Mammillaria crinita,Mammillaria crinita subsp. leucantha (Boed.) D.R.Hunt,Mammillaria crinita
1141246,Ebnerella aurihamata (Boed.) Buxb.,Mammillaria crinita DC.,Mammillaria crinita DC.,Mammillaria crinita DC.,Mammillaria crinita,Mammillaria crinita subsp. leucantha (Boed.) D.R.Hunt,Mammillaria crinita
1141247,Ebnerella boedekeriana (Quehl) Buxb.,Mammillaria crinita DC.,Mammillaria crinita DC.,Mammillaria crinita DC.,Mammillaria crinita,Mammillaria crinita subsp. crinita,Mammillaria crinita
1141248,Ebnerella erectohamata (Boed.) Buxb.,Mammillaria crinita DC.,Mammillaria crinita DC.,Mammillaria crinita DC.,Mammillaria crinita,Mammillaria crinita subsp. crinita,Mammillaria crinita
1141249,Ebnerella pygmaea (Britton & Rose) Buxb.,Mammillaria crinita DC.,Mammillaria crinita DC.,Mammillaria crinita DC.,Mammillaria crinita,Mammillaria crinita subsp. crinita,Mammillaria crinita
1141250,Chilita aurihamata (Boed.) Buxb.,Mammillaria crinita DC.,Mammillaria crinita DC.,Mammillaria crinita DC.,Mammillaria crinita,Mammillaria crinita subsp. leucantha (Boed.) D.R.Hunt,Mammillaria crinita
1141251,Chilita boedekeriana (Quehl) Orcutt,Mammillaria crinita DC.,Mammillaria crinita DC.,Mammillaria crinita DC.,Mammillaria crinita,Mammillaria crinita subsp. crinita,Mammillaria crinita
1141252,Chilita criniformis (DC.) Buxb.,Mammillaria crinita DC.,Mammillaria crinita DC.,Mammillaria crinita DC.,Mammillaria crinita,Mammillaria crinita subsp. crinita,Mammillaria crinita
1141253,Chilita erectohamata (Boed.) Buxb.,Mammillaria crinita DC.,Mammillaria crinita DC.,Mammillaria crinita DC.,Mammillaria crinita,Mammillaria crinita subsp. crinita,Mammillaria crinita
1141254,Chilita pygmaea (Britton & Rose) Buxb.,Mammillaria crinita DC.,Mammillaria crinita DC.,Mammillaria crinita DC.,Mammillaria crinita,Mammillaria crinita subsp. crinita,Mammillaria crinita
1141292,Myosotis orbelica (Velen.) Peev & N.Andreev,Myosotis nemorosa Besser,Myosotis nemorosa Besser,Myosotis nemorosa Besser,Myosotis nemorosa,Myosotis nemorosa subsp. nemorosa,Myosotis nemorosa
1141293,Myosotis brevisetacea (R.Schust.) Holub,Myosotis nemorosa Besser,Myosotis nemorosa Besser,Myosotis nemorosa Besser,Myosotis nemorosa,Myosotis nemorosa subsp. nemorosa,Myosotis nemorosa
1141294,Myosotis nemorosa subsp. orbelica (Velen.) R.Schust.,Myosotis nemorosa Besser,Myosotis nemorosa Besser,Myosotis nemorosa Besser,Myosotis nemorosa,Myosotis nemorosa subsp. nemorosa,Myosotis nemorosa
1141946,Maytenus deflexa (Sprague) E.Schmidt bis & Jordaan,Maytenus undata (Thunb.) Blakelock,Maytenus undata (Thunb.) Blakelock,Maytenus undata (Thunb.) Blakelock,Maytenus undata,Maytenus deflexa (Sprague) E.Schmidt bis & Jordaan,Maytenus deflexa
1141980,Melocactus harlowii subsp. perezassoi (Areces) Guiggi,Melocactus harlowii (Britton & Rose) Vaupel,Melocactus harlowii (Britton & Rose) Vaupel,Melocactus harlowii (Britton & Rose) Vaupel,Melocactus harlowii,Melocactus perezassoi Areces,Melocactus perezassoi
1142222,Ecbolium trinervium (Vahl) Kuntze,Nicoteba betonica (L.) Lindau,Nicoteba betonica (L.) Lindau,Nicoteba betonica (L.) Lindau,Nicoteba betonica,Nicoteba trinervia (Vahl) Lindau,Nicoteba trinervia
1142225,Nicoteba trinervia (Vahl) Lindau,Nicoteba betonica (L.) Lindau,Nicoteba betonica (L.) Lindau,Nicoteba betonica (L.) Lindau,Nicoteba betonica,Nicoteba trinervia (Vahl) Lindau,Nicoteba trinervia
1142227,Adhatoda trinervia (Vahl) Nees,Nicoteba betonica (L.) Lindau,Nicoteba betonica (L.) Lindau,Nicoteba betonica (L.) Lindau,Nicoteba betonica,Nicoteba trinervia (Vahl) Lindau,Nicoteba trinervia
1142316,Bargemontia clavata (Miers) I.M.Johnst.,Nolana salsoloides (Lindl.) I.M.Johnst.,Nolana salsoloides (Lindl.) I.M.Johnst.,Nolana salsoloides (Lindl.) I.M.Johnst.,Nolana salsoloides,Nolana divaricata (Lindl.) I.M.Johnst.,Nolana divaricata
1142694,Cactus compressus Salisb.,Opuntia humifusa (Raf.) Raf.,Opuntia humifusa (Raf.) Raf.,Opuntia humifusa (Raf.) Raf.,Opuntia humifusa,Opuntia ficus-indica (L.) Mill.,Opuntia ficus-indica
1142695,Opuntia opuntia (L.) H.Karst.,Opuntia humifusa (Raf.) Raf.,Opuntia humifusa (Raf.) Raf.,Opuntia humifusa (Raf.) Raf.,Opuntia humifusa,Opuntia ficus-indica (L.) Mill.,Opuntia ficus-indica
1142696,Opuntia vulgaris Mill.,Opuntia humifusa (Raf.) Raf.,Opuntia humifusa (Raf.) Raf.,Opuntia humifusa (Raf.) Raf.,Opuntia humifusa,Opuntia ficus-indica (L.) Mill.,Opuntia ficus-indica
1142776,Oxalis smallii R.Knuth,Oxalis oregana Nutt.,Oxalis oregana Nutt.,Oxalis oregana Nutt.,Oxalis oregana,Oxalis smalliana R.Knuth,Oxalis smalliana
1142777,Oxalis smalliana R.Knuth,Oxalis oregana Nutt.,Oxalis oregana Nutt.,Oxalis oregana Nutt.,Oxalis oregana,Oxalis smalliana R.Knuth,Oxalis smalliana
1142778,Oxalis oregana var. smalliana (R.Knuth) M.Peck,Oxalis oregana Nutt.,Oxalis oregana Nutt.,Oxalis oregana Nutt.,Oxalis oregana,Oxalis smalliana R.Knuth,Oxalis smalliana
1142779,Oxalis oregana f. smalliana (R.Knuth) Munz,Oxalis oregana Nutt.,Oxalis oregana Nutt.,Oxalis oregana Nutt.,Oxalis oregana,Oxalis smalliana R.Knuth,Oxalis smalliana
1142915,Orobanche alba var. raddeana (Beck) Beck,Orobanche alba subsp. alba,Orobanche alba subsp. alba,Orobanche alba subsp. alba,Orobanche alba,Orobanche raddeana Beck,Orobanche raddeana
1142985,Spiesia pyrenaica (Gren. & Godr.) Kuntze,Oxytropis neglecta J.Gay ex Ten.,Oxytropis neglecta J.Gay ex Ten.,Oxytropis neglecta J.Gay ex Ten.,Oxytropis neglecta,Oxytropis neglecta subsp. neglecta,Oxytropis neglecta
1142986,Astragalus pyrenaicus (Gren. & Godr.) Rouy,Oxytropis neglecta J.Gay ex Ten.,Oxytropis neglecta J.Gay ex Ten.,Oxytropis neglecta J.Gay ex Ten.,Oxytropis neglecta,Oxytropis neglecta subsp. neglecta,Oxytropis neglecta
1142987,Oxytropis pyrenaica subsp. generosa (Brügger) Nyman,Oxytropis neglecta J.Gay ex Ten.,Oxytropis neglecta J.Gay ex Ten.,Oxytropis neglecta J.Gay ex Ten.,Oxytropis neglecta,Oxytropis neglecta subsp. neglecta,Oxytropis neglecta
1142988,Oxytropis gaudinii subsp. pyrenaica (Gren. & Godr.) Bonnier & Layens,Oxytropis neglecta J.Gay ex Ten.,Oxytropis neglecta J.Gay ex Ten.,Oxytropis neglecta J.Gay ex Ten.,Oxytropis neglecta,Oxytropis neglecta subsp. neglecta,Oxytropis neglecta
1142989,"Oxytropis neglecta subsp. pyrenaica (Gren. & Godr.) O.Bolòs, Vigo, Masalles & Ninot",Oxytropis neglecta J.Gay ex Ten.,Oxytropis neglecta J.Gay ex Ten.,Oxytropis neglecta J.Gay ex Ten.,Oxytropis neglecta,Oxytropis neglecta subsp. neglecta,Oxytropis neglecta
1142990,Oxytropis montana subsp. samnitica (Arcang.) Hayek,Oxytropis neglecta J.Gay ex Ten.,Oxytropis neglecta J.Gay ex Ten.,Oxytropis neglecta J.Gay ex Ten.,Oxytropis neglecta,Oxytropis neglecta subsp. neglecta,Oxytropis neglecta
1143005,Spiesia tibetica (Bunge) Kuntze,Oxytropis microphylla (Pall.) DC.,Oxytropis microphylla (Pall.) DC.,Oxytropis microphylla (Pall.) DC.,Oxytropis microphylla,Oxytropis microphylla subsp. microphylla,Oxytropis microphylla
1143158,Pimpinella magna var. dissecta (Retz.) Hartm.,Pimpinella major (L.) Huds.,Pimpinella major (L.) Huds.,Pimpinella major (L.) Huds.,Pimpinella major,Pimpinella saxifraga subsp. saxifraga,Pimpinella saxifraga
1143245,Notocactus herteri f. roseoluteus (Vliet) N.Gerloff & Neduchal,Parodia mammulosa (Lem.) N.P.Taylor,Parodia mammulosa (Lem.) N.P.Taylor,Parodia mammulosa (Lem.) N.P.Taylor,Parodia mammulosa,"Parodia roseolutea (Vliet) Hofacker, A.S.Oliveira & R.Pontes",Parodia roseolutea
1143246,Notocactus herteri subsp. roseoluteus (Vliet) Lodé,Parodia mammulosa (Lem.) N.P.Taylor,Parodia mammulosa (Lem.) N.P.Taylor,Parodia mammulosa (Lem.) N.P.Taylor,Parodia mammulosa,"Parodia roseolutea (Vliet) Hofacker, A.S.Oliveira & R.Pontes",Parodia roseolutea
1143320,Fissistigma cylindricum (Maingay ex Hook.f. & Thomson) Merr.,Pyramidanthe prismatica (Hook.f. & Thomson) Merr.,Pyramidanthe prismatica (Hook.f. & Thomson) Merr.,Pyramidanthe prismatica (Hook.f. & Thomson) Merr.,Pyramidanthe prismatica,Pyramidanthe cylindrica (Maingay ex Hook.f. & Thomson) Bangk. & Chaowasku,Pyramidanthe cylindrica
1143863,Tingulonga insignis (Triana & Planch.) Kuntze,Protium sagotianum Marchand,Protium sagotianum Marchand,Protium sagotianum Marchand,Protium sagotianum,Protium insigne (Triana & Planch.) Engl.,Protium insigne
1143864,Protium insigne (Triana & Planch.) Engl.,Protium sagotianum Marchand,Protium sagotianum Marchand,Protium sagotianum Marchand,Protium sagotianum,Protium insigne (Triana & Planch.) Engl.,Protium insigne
1143865,Icicopsis insignis (Triana & Planch.) Engl.,Protium sagotianum Marchand,Protium sagotianum Marchand,Protium sagotianum Marchand,Protium sagotianum,Protium insigne (Triana & Planch.) Engl.,Protium insigne
1144008,Weingartia tiraquensis subsp. krahnii (Rausch) Gertel & J.de Vries,Rebutia glomeriseta Cárdenas,Rebutia glomeriseta Cárdenas,Weingartia glomeriseta (Cárdenas) F.H.Brandt,Weingartia glomeriseta,Weingartia tiraquensis subsp. krahnii (Rausch) Gertel & J.de Vries,Weingartia tiraquensis
1144009,Weingartia arenacea subsp. kamiensis (Brederoo & Donald) Lodé,Rebutia glomeriseta Cárdenas,Rebutia glomeriseta Cárdenas,Weingartia glomeriseta (Cárdenas) F.H.Brandt,Weingartia glomeriseta,Weingartia arenacea (Cárdenas) F.H.Brandt,Weingartia arenacea
1144010,Weingartia krahnii (Rausch) F.H.Brandt,Rebutia glomeriseta Cárdenas,Rebutia glomeriseta Cárdenas,Weingartia glomeriseta (Cárdenas) F.H.Brandt,Weingartia glomeriseta,Weingartia tiraquensis subsp. krahnii (Rausch) Gertel & J.de Vries,Weingartia tiraquensis
1144011,Sulcorebutia candiae var. kamiensis (Brederoo & Donald) K.Augustin & Gertel,Rebutia glomeriseta Cárdenas,Rebutia glomeriseta Cárdenas,Weingartia glomeriseta (Cárdenas) F.H.Brandt,Weingartia glomeriseta,Weingartia arenacea (Cárdenas) F.H.Brandt,Weingartia arenacea
1144012,Sulcorebutia arenacea var. kamiensis (Brederoo & Donald) Gertel & J.de Vries,Rebutia glomeriseta Cárdenas,Rebutia glomeriseta Cárdenas,Weingartia glomeriseta (Cárdenas) F.H.Brandt,Weingartia glomeriseta,Weingartia arenacea (Cárdenas) F.H.Brandt,Weingartia arenacea
1144013,Sulcorebutia tiraquensis subsp. krahnii (Rausch) Gertel & J.de Vries,Rebutia glomeriseta Cárdenas,Rebutia glomeriseta Cárdenas,Weingartia glomeriseta (Cárdenas) F.H.Brandt,Weingartia glomeriseta,Weingartia tiraquensis subsp. krahnii (Rausch) Gertel & J.de Vries,Weingartia tiraquensis
1144014,Weingartia tiraquensis var. krahnii (Rausch) Hentzschel & K.Augustin,Rebutia glomeriseta Cárdenas,Rebutia glomeriseta Cárdenas,Weingartia glomeriseta (Cárdenas) F.H.Brandt,Weingartia glomeriseta,Weingartia tiraquensis subsp. krahnii (Rausch) Gertel & J.de Vries,Weingartia tiraquensis
1144015,Weingartia arenacea var. kamiensis (Brederoo & Donald) Hentzschel & K.Augustin,Rebutia glomeriseta Cárdenas,Rebutia glomeriseta Cárdenas,Weingartia glomeriseta (Cárdenas) F.H.Brandt,Weingartia glomeriseta,Weingartia arenacea (Cárdenas) F.H.Brandt,Weingartia arenacea
1144016,Neogymnantha Y.Itô,Rebutia K.Schum.,Rebutia K.Schum.,Rebutia K.Schum.,,Weingartia Werderm.,
1144017,Sulcorebutia cantargalloensis var. torrepampensis Gertel & Jucker,Rebutia canigueralii Cárdenas,Rebutia canigueralii Cárdenas,Weingartia canigueralii (Cárdenas) F.H.Brandt,Weingartia canigueralii,"Weingartia cantargalloensis (Gertel, Jucker & J.de Vries) Hentzschel & K.Augustin",Weingartia cantargalloensis
1144021,Weingartia frankiana (Rausch) F.H.Brandt,Rebutia canigueralii Cárdenas,Rebutia canigueralii Cárdenas,Weingartia canigueralii (Cárdenas) F.H.Brandt,Weingartia canigueralii,Weingartia frankiana (Rausch) F.H.Brandt,Weingartia frankiana
1144025,Weingartia saxatilis F.H.Brandt,Rebutia canigueralii Cárdenas,Rebutia canigueralii Cárdenas,Weingartia canigueralii (Cárdenas) F.H.Brandt,Weingartia canigueralii,Weingartia vasqueziana (Rausch) Hentzschel & K.Augustin,Weingartia vasqueziana
1144027,Sulcorebutia losenickyana var. albispina (Rausch) Slaba,Rebutia canigueralii Cárdenas,Rebutia canigueralii Cárdenas,Weingartia canigueralii (Cárdenas) F.H.Brandt,Weingartia canigueralii,Weingartia vasqueziana (Rausch) Hentzschel & K.Augustin,Weingartia vasqueziana
1144029,Sulcorebutia losenickyana var. chatajillensis (Oeser & Brederoo) K.Augustin & Gertel,Rebutia canigueralii Cárdenas,Rebutia canigueralii Cárdenas,Weingartia canigueralii (Cárdenas) F.H.Brandt,Weingartia canigueralii,Weingartia vasqueziana (Rausch) Hentzschel & K.Augustin,Weingartia vasqueziana
1144038,Sulcorebutia verticillacantha var. albispina (Rausch) Pilbeam,Rebutia canigueralii Cárdenas,Rebutia canigueralii Cárdenas,Weingartia canigueralii (Cárdenas) F.H.Brandt,Weingartia canigueralii,Weingartia vasqueziana (Rausch) Hentzschel & K.Augustin,Weingartia vasqueziana
