,taxon_name_w_authors,v10_11_12_13_accepted_name_w_author,v14_taxon_name_w_authors,v14_chained_accepted_name_w_author,v14_chained_accepted_species,v14_direct_accepted_name_w_author,v14_direct_accepted_species,v14_chained_accepted_genus,v14_direct_accepted_genus
877905,Eupatorium ternifolium Elliott,Eutrochium dubium (Willd. ex Poir.) E.E.Lamont,Eutrochium dubium (Willd. ex Poir.) E.E.Lamont,Eutrochium dubium (Willd. ex Poir.) E.E.Lamont,Eutrochium dubium,Eutrochium purpureum var. purpureum,Eutrochium purpureum,Eutrochium,Eutrochium
878098,Eupatorium urticifolium var. nanum Hieron.,Praxelis clematidea (Hieron. ex Kuntze) R.M.King & H.Rob.,Praxelis clematidea (Hieron. ex Kuntze) R.M.King & H.Rob.,Praxelis clematidea (Hieron. ex Kuntze) R.M.King & H.Rob.,Praxelis clematidea,Praxelis ostenii (B.L.Rob.) R.M.King & H.Rob.,Praxelis ostenii,Praxelis,Praxelis
878471,Kuhnia eupatorioides var. ozarkana Shinners,Brickellia macranthra (Buckley) G.L.Nesom,Brickellia macranthra (Buckley) G.L.Nesom,Brickellia macranthra (Buckley) G.L.Nesom,Brickellia macranthra,Brickellia ozarkana (Shinners) G.L.Nesom,Brickellia ozarkana,Brickellia,Brickellia
878488,Barroetea brevipes B.L.Rob.,Brickellia laxiflora (Brandegee) B.L.Turner,Brickellia laxiflora (Brandegee) B.L.Turner,Brickellia laxiflora (Brandegee) B.L.Turner,Brickellia laxiflora,"Brickellia brevipes (B.L.Rob.) Morales-Gard., Villaseñor & S.Valencia",Brickellia brevipes,Brickellia,Brickellia
878766,Eupatorium decipiens Hook. & Arn.,Ophryosporus triangularis Meyen,Ophryosporus triangularis Meyen,Ophryosporus triangularis Meyen,Ophryosporus triangularis,Heterocondylus decipiens (Hook. & Arn.) R.M.King & H.Rob.,Heterocondylus decipiens,Ophryosporus,Heterocondylus
878989,Trilisa (Cass.) Cass.,Carphephorus Cass.,Carphephorus Cass.,Carphephorus Cass.,,Trilisa (Cass.) Cass.,,Carphephorus,Trilisa
879114,Haplosticha Phil.,Senecio L.,Senecio L.,Senecio L.,,Haplosticha Phil.,,Senecio,Haplosticha
879122,Iocenes B.Nord.,Senecio L.,Senecio L.,Senecio L.,,Iocenes B.Nord.,,Senecio,Iocenes
879252,Shawia J.R.Forst. & G.Forst.,Olearia Moench,Olearia Moench,Olearia Moench,,Shawia J.R.Forst. & G.Forst.,,Olearia,Shawia
879442,Vogtia Oberpr. & Sonboli,Tanacetum L.,Tanacetum L.,Tanacetum L.,,Vogtia Oberpr. & Sonboli,,Tanacetum,Vogtia
879567,"Xylothamia G.L.Nesom, Y.B.Suh, D.R.Morgan & B.B.Simpson",Gundlachia A.Gray,Gundlachia A.Gray,Gundlachia A.Gray,,"Xylothamia G.L.Nesom, Y.B.Suh, D.R.Morgan & B.B.Simpson",,Gundlachia,Xylothamia
879671,Laphangium (Hilliard & B.L.Burtt) Tzvelev,Helichrysum Mill.,Helichrysum Mill.,Helichrysum Mill.,,Pseudognaphalium Kirp.,,Helichrysum,Pseudognaphalium
879754,Wigandia Neck. ex Less.,Disparago Gaertn.,Disparago Gaertn.,Disparago Gaertn.,,Stoebe L.,,Disparago,Stoebe
879756,Steirocoma (DC.) Rchb.,Disparago Gaertn.,Disparago Gaertn.,Disparago Gaertn.,,Stoebe L.,,Disparago,Stoebe
879833,Berkheyopsis O.Hoffm.,Gorteria L.,Gorteria L.,Gorteria L.,,Berkheyopsis O.Hoffm.,,Gorteria,Berkheyopsis
879838,Avellara Blanca & C.Díaz,Scorzonera L.,Scorzonera L.,Scorzonera L.,,Avellara Blanca & C.Díaz,,Scorzonera,Avellara
880507,Aragallus viscidulus var. depressus Rydb.,Oxytropis leucantha subsp. leucantha,Oxytropis leucantha subsp. leucantha,Oxytropis leucantha subsp. leucantha,Oxytropis leucantha,Oxytropis borealis var. viscida (Nutt.) S.L.Welsh,Oxytropis borealis,Oxytropis,Oxytropis
880508,Oxytropis leucantha var. depressa (Rydb.) B.Boivin,Oxytropis leucantha subsp. leucantha,Oxytropis leucantha subsp. leucantha,Oxytropis leucantha subsp. leucantha,Oxytropis leucantha,Oxytropis borealis var. viscida (Nutt.) S.L.Welsh,Oxytropis borealis,Oxytropis,Oxytropis
881092,Lycopodium plumosum var. penniforme (Lam.) Steud.,Selaginella haenkeana Spring,Selaginella haenkeana Spring,Selaginella haenkeana Spring,Selaginella haenkeana,Selaginella radiata (Aubl.) Spring,Selaginella radiata,Selaginella,Selaginella
882264,Isoetes echinospora var. muricata (Durieu) Engelm.,Isoetes echinospora Durieu,Isoetes echinospora Durieu,Isoetes echinospora Durieu,Isoetes echinospora,Isoetes setacea Lam.,Isoetes setacea,Isoetes,Isoetes
882265,Isoetes echinospora subf. lativelata Iversen,Isoetes echinospora Durieu,Isoetes echinospora Durieu,Isoetes echinospora Durieu,Isoetes echinospora,Isoetes tenella (Léman) Desv.,Isoetes tenella,Isoetes,Isoetes
882434,Marattia calliodous de Vriese,Ptisana fraxinea (Sm.) Murdock,Ptisana fraxinea (Sm.) Murdock,Ptisana fraxinea (Sm.) Murdock,Ptisana fraxinea,Ptisana salicina (Sm.) Murdock,Ptisana salicina,Ptisana,Ptisana
882435,Marattia cuneiformis de Vriese,Ptisana fraxinea (Sm.) Murdock,Ptisana fraxinea (Sm.) Murdock,Ptisana fraxinea (Sm.) Murdock,Ptisana fraxinea,Ptisana sorbifolia (Bory) ined.,Ptisana sorbifolia,Ptisana,Ptisana
882436,Marattia macrophylla de Vriese,Ptisana fraxinea (Sm.) Murdock,Ptisana fraxinea (Sm.) Murdock,Ptisana fraxinea (Sm.) Murdock,Ptisana fraxinea,Ptisana sorbifolia (Bory) ined.,Ptisana sorbifolia,Ptisana,Ptisana
882438,Marattia sorbifolia (Bory) Sw.,Ptisana fraxinea (Sm.) Murdock,Ptisana fraxinea (Sm.) Murdock,Ptisana fraxinea (Sm.) Murdock,Ptisana fraxinea,Ptisana sorbifolia (Bory) ined.,Ptisana sorbifolia,Ptisana,Ptisana
882440,Myriotheca sorbifolia Bory,Ptisana fraxinea (Sm.) Murdock,Ptisana fraxinea (Sm.) Murdock,Ptisana fraxinea (Sm.) Murdock,Ptisana fraxinea,Ptisana sorbifolia (Bory) ined.,Ptisana sorbifolia,Ptisana,Ptisana
882457,Danaea quebradensis Christenh.,Danaea lucens A.Rojas,Danaea lucens A.Rojas,Danaea lucens A.Rojas,Danaea lucens,Danaea quebradensis Christenh.,Danaea quebradensis,Danaea,Danaea
882562,Botrychium onondagense Underw.,Botrychium lunaria (L.) Sw.,Botrychium lunaria (L.) Sw.,Botrychium lunaria (L.) Sw.,Botrychium lunaria,Botrychium onondagense Underw.,Botrychium onondagense,Botrychium,Botrychium
882680,Ophioglossum ammophilum C.D.Adams,Ophioglossum gomezianum Welw. ex A.Braun,Ophioglossum gomezianum Welw. ex A.Braun,Ophioglossum gomezianum Welw. ex A.Braun,Ophioglossum gomezianum,Ophioglossum ammophilum C.D.Adams,Ophioglossum ammophilum,Ophioglossum,Ophioglossum
882753,Ophioglossum alaskanum E.Britton,Ophioglossum vulgatum L.,Ophioglossum vulgatum L.,Ophioglossum vulgatum L.,Ophioglossum vulgatum,Ophioglossum pusillum Raf.,Ophioglossum pusillum,Ophioglossum,Ophioglossum
882754,Ophioglossum arenarium E.Britton,Ophioglossum vulgatum L.,Ophioglossum vulgatum L.,Ophioglossum vulgatum L.,Ophioglossum vulgatum,Ophioglossum pusillum Raf.,Ophioglossum pusillum,Ophioglossum,Ophioglossum
882757,Ophioglossum pringlei Underw. ex Conz.,Ophioglossum vulgatum L.,Ophioglossum vulgatum L.,Ophioglossum vulgatum L.,Ophioglossum vulgatum,Ophioglossum pycnostichum (Fernald) Á.Löve & D.Löve,Ophioglossum pycnostichum,Ophioglossum,Ophioglossum
882758,Ophioglossum pycnostichum (Fernald) Á.Löve & D.Löve,Ophioglossum vulgatum L.,Ophioglossum vulgatum L.,Ophioglossum vulgatum L.,Ophioglossum vulgatum,Ophioglossum pycnostichum (Fernald) Á.Löve & D.Löve,Ophioglossum pycnostichum,Ophioglossum,Ophioglossum
882762,Ophioglossum valdivianum Phil.,Ophioglossum vulgatum L.,Ophioglossum vulgatum L.,Ophioglossum vulgatum L.,Ophioglossum vulgatum,Ophioglossum valdivianum Phil.,Ophioglossum valdivianum,Ophioglossum,Ophioglossum
882763,Ophioglossum vulgatum f. lanceolatum S.F.Blake,Ophioglossum vulgatum L.,Ophioglossum vulgatum L.,Ophioglossum vulgatum L.,Ophioglossum vulgatum,Ophioglossum pycnostichum (Fernald) Á.Löve & D.Löve,Ophioglossum pycnostichum,Ophioglossum,Ophioglossum
882764,Ophioglossum vulgatum var. lanceolatum Clute,Ophioglossum vulgatum L.,Ophioglossum vulgatum L.,Ophioglossum vulgatum L.,Ophioglossum vulgatum,Ophioglossum pycnostichum (Fernald) Á.Löve & D.Löve,Ophioglossum pycnostichum,Ophioglossum,Ophioglossum
882879,Trichomanes latipinnulata Bonap.,Trichomanes madagascariense (Bosch) T.Moore,Trichomanes madagascariense (Bosch) T.Moore,Trichomanes madagascariense (Bosch) T.Moore,Trichomanes madagascariense,Trichomanes boivinii Bosch,Trichomanes boivinii,Trichomanes,Trichomanes
882880,Trichomanes cornutum C.Chr.,Trichomanes madagascariense (Bosch) T.Moore,Trichomanes madagascariense (Bosch) T.Moore,Trichomanes madagascariense (Bosch) T.Moore,Trichomanes madagascariense,Trichomanes boivinii Bosch,Trichomanes boivinii,Trichomanes,Trichomanes
882881,Trichomanes boivinii Bosch,Trichomanes madagascariense (Bosch) T.Moore,Trichomanes madagascariense (Bosch) T.Moore,Trichomanes madagascariense (Bosch) T.Moore,Trichomanes madagascariense,Trichomanes boivinii Bosch,Trichomanes boivinii,Trichomanes,Trichomanes
882913,Gleichenia linearis var. tetraphylla Rosenst.,Dicranopteris taiwanensis Ching & Chiu,Dicranopteris taiwanensis Ching & Chiu,Dicranopteris taiwanensis Ching & Chiu,Dicranopteris taiwanensis,Dicranopteris tetraphylla (Rosenst.) C.M.Kuo,Dicranopteris tetraphylla,Dicranopteris,Dicranopteris
882966,Hymenophyllum asperulum Kunze,Hymenophyllum tunbrigense (L.) Sm.,Hymenophyllum tunbrigense (L.) Sm.,Hymenophyllum tunbrigense (L.) Sm.,Hymenophyllum tunbrigense,Hymenophyllum asperulum Kunze,Hymenophyllum asperulum,Hymenophyllum,Hymenophyllum
882967,Hymenophyllum fucoides var. frigidum Liebm.,Hymenophyllum tunbrigense (L.) Sm.,Hymenophyllum tunbrigense (L.) Sm.,Hymenophyllum tunbrigense (L.) Sm.,Hymenophyllum tunbrigense,Hymenophyllum cordobense (Hieron.) C.Larsen & Arana,Hymenophyllum cordobense,Hymenophyllum,Hymenophyllum
882970,Hymenophyllum tunbrigense var. asperulum (Kunze) Diem & J.S.Licht.,Hymenophyllum tunbrigense (L.) Sm.,Hymenophyllum tunbrigense (L.) Sm.,Hymenophyllum tunbrigense (L.) Sm.,Hymenophyllum tunbrigense,Hymenophyllum asperulum Kunze,Hymenophyllum asperulum,Hymenophyllum,Hymenophyllum
882985,Hymenophyllum platylobum Bosch,Hymenophyllum valvatum Hook. & Grev.,Hymenophyllum valvatum Hook. & Grev.,Hymenophyllum valvatum Hook. & Grev.,Hymenophyllum valvatum,Hymenophyllum platylobum Bosch,Hymenophyllum platylobum,Hymenophyllum,Hymenophyllum
882986,Hymenophyllum producens Fée,Hymenophyllum valvatum Hook. & Grev.,Hymenophyllum valvatum Hook. & Grev.,Hymenophyllum valvatum Hook. & Grev.,Hymenophyllum valvatum,Hymenophyllum polyanthos (Sw.) Sw.,Hymenophyllum polyanthos,Hymenophyllum,Hymenophyllum
883193,Vittaria lunulata Roxb.,Nesolindsaea caudata (Hook.) Lehtonen & Christenh.,Nesolindsaea caudata (Hook.) Lehtonen & Christenh.,Nesolindsaea caudata (Hook.) Lehtonen & Christenh.,Nesolindsaea caudata,Lindsaea parasitica (Roxb.) Wall. ex Hieron.,Lindsaea parasitica,Nesolindsaea,Lindsaea
883195,Lindsaea scandens Hook.,Nesolindsaea caudata (Hook.) Lehtonen & Christenh.,Nesolindsaea caudata (Hook.) Lehtonen & Christenh.,Nesolindsaea caudata (Hook.) Lehtonen & Christenh.,Nesolindsaea caudata,Lindsaea scandens Hook.,Lindsaea scandens,Nesolindsaea,Lindsaea
883196,Vittaria parasitica Roxb.,Nesolindsaea caudata (Hook.) Lehtonen & Christenh.,Nesolindsaea caudata (Hook.) Lehtonen & Christenh.,Nesolindsaea caudata (Hook.) Lehtonen & Christenh.,Nesolindsaea caudata,Lindsaea parasitica (Roxb.) Wall. ex Hieron.,Lindsaea parasitica,Nesolindsaea,Lindsaea
883197,Lindsaea bipinnata Roxb.,Nesolindsaea caudata (Hook.) Lehtonen & Christenh.,Nesolindsaea caudata (Hook.) Lehtonen & Christenh.,Nesolindsaea caudata (Hook.) Lehtonen & Christenh.,Nesolindsaea caudata,Lindsaea parasitica (Roxb.) Wall. ex Hieron.,Lindsaea parasitica,Nesolindsaea,Lindsaea
883255,Davallia concinna C.Presl,Dennstaedtia arborescens Ekman ex Maxon,Dennstaedtia arborescens Ekman ex Maxon,Dennstaedtia arborescens Ekman ex Maxon,Dennstaedtia arborescens,Dennstaedtia concinna (C.Presl) T.Moore,Dennstaedtia concinna,Dennstaedtia,Dennstaedtia
883267,Dicksonia recognita Kunze,Dennstaedtia arborescens Ekman ex Maxon,Dennstaedtia arborescens Ekman ex Maxon,Dennstaedtia arborescens Ekman ex Maxon,Dennstaedtia arborescens,Dennstaedtia obtusifolia (Willd.) T.Moore,Dennstaedtia obtusifolia,Dennstaedtia,Dennstaedtia
883269,Patania concinna C.Presl,Dennstaedtia arborescens Ekman ex Maxon,Dennstaedtia arborescens Ekman ex Maxon,Dennstaedtia arborescens Ekman ex Maxon,Dennstaedtia arborescens,Dennstaedtia concinna (C.Presl) T.Moore,Dennstaedtia concinna,Dennstaedtia,Dennstaedtia
883835,Osmunda regalis f. orbiculata Clute,Osmunda spectabilis Willd.,Osmunda spectabilis Willd.,Osmunda spectabilis Willd.,Osmunda spectabilis,Osmunda × ruggii R.M.Tryon,Osmunda × ruggii,Osmunda,Osmunda
883850,Hymenophyllum daedaleum Blume,Hymenophyllum australe Willd.,Hymenophyllum australe Willd.,Hymenophyllum australe Willd.,Hymenophyllum australe,Hymenophyllum javanicum Spreng.,Hymenophyllum javanicum,Hymenophyllum,Hymenophyllum
883851,Hymenophyllum erosum Blume,Hymenophyllum australe Willd.,Hymenophyllum australe Willd.,Hymenophyllum australe Willd.,Hymenophyllum australe,Hymenophyllum javanicum Spreng.,Hymenophyllum javanicum,Hymenophyllum,Hymenophyllum
883853,Hymenophyllum micranthum Bosch,Hymenophyllum australe Willd.,Hymenophyllum australe Willd.,Hymenophyllum australe Willd.,Hymenophyllum australe,Hymenophyllum javanicum Spreng.,Hymenophyllum javanicum,Hymenophyllum,Hymenophyllum
883875,Hymenophyllum okadae Masam.,Hymenophyllum barbatum (Bosch) Baker,Hymenophyllum barbatum (Bosch) Baker,Hymenophyllum barbatum (Bosch) Baker,Hymenophyllum barbatum,Hymenophyllum okadae Masam.,Hymenophyllum okadae,Hymenophyllum,Hymenophyllum
884031,Lindsaea alexandri var. bipinnata Hillebr.,Asplenium dielerectum Viane,Asplenium dielerectum Viane,Asplenium dielerectum Viane,Asplenium dielerectum,Lindsaea knudsenii Hillebr.,Lindsaea knudsenii,Asplenium,Lindsaea
884068,Anemia cornea Prantl,Anemia oblongifolia (Cav.) Sw.,Anemia oblongifolia (Cav.) Sw.,Anemia oblongifolia (Cav.) Sw.,Anemia oblongifolia,Anemia humilis (Cav.) Sw.,Anemia humilis,Anemia,Anemia
884069,Anemia humilis (Cav.) Sw.,Anemia oblongifolia (Cav.) Sw.,Anemia oblongifolia (Cav.) Sw.,Anemia oblongifolia (Cav.) Sw.,Anemia oblongifolia,Anemia humilis (Cav.) Sw.,Anemia humilis,Anemia,Anemia
884070,Anemia oblongifolia var. humilis (Cav.) Baker,Anemia oblongifolia (Cav.) Sw.,Anemia oblongifolia (Cav.) Sw.,Anemia oblongifolia (Cav.) Sw.,Anemia oblongifolia,Anemia humilis (Cav.) Sw.,Anemia humilis,Anemia,Anemia
884073,Anemia pilosa M.Martens & Galeotti,Anemia oblongifolia (Cav.) Sw.,Anemia oblongifolia (Cav.) Sw.,Anemia oblongifolia (Cav.) Sw.,Anemia oblongifolia,Anemia humilis (Cav.) Sw.,Anemia humilis,Anemia,Anemia
884074,Anemia presliana Prantl,Anemia oblongifolia (Cav.) Sw.,Anemia oblongifolia (Cav.) Sw.,Anemia oblongifolia (Cav.) Sw.,Anemia oblongifolia,Anemia presliana Prantl,Anemia presliana,Anemia,Anemia
884076,Anemia seemannii Hook.,Anemia oblongifolia (Cav.) Sw.,Anemia oblongifolia (Cav.) Sw.,Anemia oblongifolia (Cav.) Sw.,Anemia oblongifolia,Anemia humilis (Cav.) Sw.,Anemia humilis,Anemia,Anemia
884077,Osmunda humilis Cav.,Anemia oblongifolia (Cav.) Sw.,Anemia oblongifolia (Cav.) Sw.,Anemia oblongifolia (Cav.) Sw.,Anemia oblongifolia,Anemia humilis (Cav.) Sw.,Anemia humilis,Anemia,Anemia
884161,Hymenophyllum merrillii Christ,Hymenophyllum holochilum (Bosch) C.Chr.,Hymenophyllum holochilum (Bosch) C.Chr.,Hymenophyllum holochilum (Bosch) C.Chr.,Hymenophyllum holochilum,Hymenophyllum merrillii Christ,Hymenophyllum merrillii,Hymenophyllum,Hymenophyllum
884168,Meringium merrillii (Christ) Copel.,Hymenophyllum holochilum (Bosch) C.Chr.,Hymenophyllum holochilum (Bosch) C.Chr.,Hymenophyllum holochilum (Bosch) C.Chr.,Hymenophyllum holochilum,Hymenophyllum merrillii Christ,Hymenophyllum merrillii,Hymenophyllum,Hymenophyllum
884176,Hymenophyllum fimbriatum J.Sm. ex Hook.,Hymenophyllum javanicum Spreng.,Hymenophyllum javanicum Spreng.,Hymenophyllum javanicum Spreng.,Hymenophyllum javanicum,Hymenophyllum fimbriatum J.Sm. ex Hook.,Hymenophyllum fimbriatum,Hymenophyllum,Hymenophyllum
884184,Mecodium fimbriatum (J.Sm. ex Hook.) Copel.,Hymenophyllum javanicum Spreng.,Hymenophyllum javanicum Spreng.,Hymenophyllum javanicum Spreng.,Hymenophyllum javanicum,Hymenophyllum fimbriatum J.Sm. ex Hook.,Hymenophyllum fimbriatum,Hymenophyllum,Hymenophyllum
884200,Hymenophyllum latifolium (Copel.) C.V.Morton,Hymenophyllum laminatum Copel.,Hymenophyllum laminatum Copel.,Hymenophyllum laminatum Copel.,Hymenophyllum laminatum,Hymenophyllum holochilum (Bosch) C.Chr.,Hymenophyllum holochilum,Hymenophyllum,Hymenophyllum
884201,Meringium latifolium Copel.,Hymenophyllum laminatum Copel.,Hymenophyllum laminatum Copel.,Hymenophyllum laminatum Copel.,Hymenophyllum laminatum,Hymenophyllum holochilum (Bosch) C.Chr.,Hymenophyllum holochilum,Hymenophyllum,Hymenophyllum
884237,Trichomanes obtusum (Copel.) C.V.Morton,Hymenophyllum obtusum Hook. & Arn.,Hymenophyllum obtusum Hook. & Arn.,Hymenophyllum obtusum Hook. & Arn.,Hymenophyllum obtusum,Trichomanes maximum Blume,Trichomanes maximum,Hymenophyllum,Trichomanes
884248,Hymenophyllum megachilum C.Presl,Hymenophyllum peltatum (Poir.) Desv.,Hymenophyllum peltatum (Poir.) Desv.,Hymenophyllum peltatum (Poir.) Desv.,Hymenophyllum peltatum,Hymenophyllum megachilum C.Presl,Hymenophyllum megachilum,Hymenophyllum,Hymenophyllum
884269,Hymenophyllum cuneatum var. calyciforme E.D.Br.,Hymenophyllum polyanthos (Sw.) Sw.,Hymenophyllum polyanthos (Sw.) Sw.,Hymenophyllum polyanthos (Sw.) Sw.,Hymenophyllum polyanthos,Hymenophyllum calyciforme (E.D.Br.) ined.,Hymenophyllum calyciforme,Hymenophyllum,Hymenophyllum
884284,Hymenophyllum sturmii Bosch,Hymenophyllum polyanthos (Sw.) Sw.,Hymenophyllum polyanthos (Sw.) Sw.,Hymenophyllum polyanthos (Sw.) Sw.,Hymenophyllum polyanthos,Hymenophyllum sturmii Bosch,Hymenophyllum sturmii,Hymenophyllum,Hymenophyllum
884287,Hymenophyllum viridissimum Fée,Hymenophyllum polyanthos (Sw.) Sw.,Hymenophyllum polyanthos (Sw.) Sw.,Hymenophyllum polyanthos (Sw.) Sw.,Hymenophyllum polyanthos,Hymenophyllum viridissimum Fée,Hymenophyllum viridissimum,Hymenophyllum,Hymenophyllum
884399,Hymenophyllum pulchrum Copel.,Hymenophyllum serrulatum (C.Presl) C.Chr.,Hymenophyllum serrulatum (C.Presl) C.Chr.,Hymenophyllum serrulatum (C.Presl) C.Chr.,Hymenophyllum serrulatum,Hymenophyllum pachydermicum Ces.,Hymenophyllum pachydermicum,Hymenophyllum,Hymenophyllum
884403,Meringium pulchrum (Copel.) Copel.,Hymenophyllum serrulatum (C.Presl) C.Chr.,Hymenophyllum serrulatum (C.Presl) C.Chr.,Hymenophyllum serrulatum (C.Presl) C.Chr.,Hymenophyllum serrulatum,Hymenophyllum pachydermicum Ces.,Hymenophyllum pachydermicum,Hymenophyllum,Hymenophyllum
884637,Alsophila stipularis Christ,Cyathea bicrenata Liebm.,Cyathea bicrenata Liebm.,Cyathea bicrenata Liebm.,Cyathea bicrenata,Cyathea stipularis (Christ) Domin,Cyathea stipularis,Cyathea,Cyathea
884638,Alsophila trichiata Maxon,Cyathea bicrenata Liebm.,Cyathea bicrenata Liebm.,Cyathea bicrenata Liebm.,Cyathea bicrenata,Cyathea trichiata (Maxon) Domin,Cyathea trichiata,Cyathea,Cyathea
884644,Trichipteris trichiata (Maxon) R.M.Tryon,Cyathea bicrenata Liebm.,Cyathea bicrenata Liebm.,Cyathea bicrenata Liebm.,Cyathea bicrenata,Cyathea trichiata (Maxon) Domin,Cyathea trichiata,Cyathea,Cyathea
885152,Asplenium cuneatum var. caripense Klotzsch,Asplenium cuneatum Lam.,Asplenium cuneatum Lam.,Asplenium cuneatum Lam.,Asplenium cuneatum,Asplenium caripense (Klotzsch) E.Fourn.,Asplenium caripense,Asplenium,Asplenium
885316,Asplenium adiantoides var. colensoi (Colenso) Hook.f.,Asplenium polyodon G.Forst.,Asplenium polyodon G.Forst.,Asplenium polyodon G.Forst.,Asplenium polyodon,Asplenium hookerianum Colenso,Asplenium hookerianum,Asplenium,Asplenium
885317,Asplenium colensoi Colenso,Asplenium polyodon G.Forst.,Asplenium polyodon G.Forst.,Asplenium polyodon G.Forst.,Asplenium polyodon,Asplenium hookerianum Colenso,Asplenium hookerianum,Asplenium,Asplenium
885375,Asplenium nitidulum Hillebr.,Asplenium praemorsum Sw.,Asplenium praemorsum Sw.,Asplenium praemorsum Sw.,Asplenium praemorsum,Asplenium polyodon G.Forst.,Asplenium polyodon,Asplenium,Asplenium
885376,Asplenium polyodon var. squamulosum (C.Chr.) R.A.Rodr.,Asplenium praemorsum Sw.,Asplenium praemorsum Sw.,Asplenium praemorsum Sw.,Asplenium praemorsum,Asplenium decurrens Willd.,Asplenium decurrens,Asplenium,Asplenium
885600,Trichipteris maguirei R.M.Tryon,Cyathea williamsii Domin,Cyathea williamsii Domin,Cyathea williamsii Domin,Cyathea williamsii,Cyathea maguirei (R.M.Tryon) Lehnert,Cyathea maguirei,Cyathea,Cyathea
885813,Litobrochia organensis Fée,Pteris splendens Kaulf.,Pteris splendens Kaulf.,Pteris splendens Kaulf.,Pteris splendens,Pteris organensis (Fée) J.Prado & R.Y.Hirai,Pteris organensis,Pteris,Pteris
885817,Pteris splendens var. organensis (Fée) Dutra,Pteris splendens Kaulf.,Pteris splendens Kaulf.,Pteris splendens Kaulf.,Pteris splendens,Pteris organensis (Fée) J.Prado & R.Y.Hirai,Pteris organensis,Pteris,Pteris
886120,Asplenium matsumurae Christ,Asplenium serricula Fée,Asplenium serricula Fée,Asplenium serricula Fée,Asplenium serricula,Asplenium matsumurae Christ,Asplenium matsumurae,Asplenium,Asplenium
886443,Athyrium expansum (Willd.) T.Moore,Diplazium caudatum (Cav.) Jermy,Diplazium caudatum (Cav.) Jermy,Diplazium caudatum (Cav.) Jermy,Diplazium caudatum,Diplazium expansum Willd.,Diplazium expansum,Diplazium,Diplazium
886496,Phyllitis brasiliensis var. ambigua (Raddi) Luetzelb.,Diplazium cristatum (Desr.) Alston,Diplazium cristatum (Desr.) Alston,Diplazium cristatum (Desr.) Alston,Diplazium cristatum,Diplazium ambiguum Raddi,Diplazium ambiguum,Diplazium,Diplazium
886688,Woodsia jujuiensis Copel.,Woodsia montevidensis Hieron.,Woodsia montevidensis Hieron.,Woodsia montevidensis Hieron.,Woodsia montevidensis,Woodsia jujuiensis Copel.,Woodsia jujuiensis,Woodsia,Woodsia
886689,Woodsia montevidensis var. fuscipes Hieron.,Woodsia montevidensis Hieron.,Woodsia montevidensis Hieron.,Woodsia montevidensis Hieron.,Woodsia montevidensis,Woodsia jujuiensis Copel.,Woodsia jujuiensis,Woodsia,Woodsia
886690,Woodsia peruviana Hook.,Woodsia montevidensis Hieron.,Woodsia montevidensis Hieron.,Woodsia montevidensis Hieron.,Woodsia montevidensis,Woodsia peruviana Hook.,Woodsia peruviana,Woodsia,Woodsia
886705,Woodsia brandtii Franch. & Sav.,Woodsia polystichoides D.C.Eaton,Woodsia polystichoides D.C.Eaton,Woodsia polystichoides D.C.Eaton,Woodsia polystichoides,Woodsia macrochlaena Mett. ex Kuhn,Woodsia macrochlaena,Woodsia,Woodsia
887237,Blechnum meridense (Klotzsch) Mett.,Blechnum meridense Klotzsch,Blechnum meridense Klotzsch,Blechnum meridense Klotzsch,Blechnum meridense,Blechnum acutum (Desv.) Mett.,Blechnum acutum,Blechnum,Blechnum
887727,Didymochlaena dimidiata Kunze,Didymochlaena truncatula (Sw.) J.Sm.,Didymochlaena truncatula (Sw.) J.Sm.,Didymochlaena truncatula (Sw.) J.Sm.,Didymochlaena truncatula,Didymochlaena dimidiata Kunze,Didymochlaena dimidiata,Didymochlaena,Didymochlaena
887730,Didymochlaena sinuosa Desv.,Didymochlaena truncatula (Sw.) J.Sm.,Didymochlaena truncatula (Sw.) J.Sm.,Didymochlaena truncatula (Sw.) J.Sm.,Didymochlaena truncatula,Didymochlaena sinuosa Desv.,Didymochlaena sinuosa,Didymochlaena,Didymochlaena
887732,Diplazium pulcherrimum Raddi,Didymochlaena truncatula (Sw.) J.Sm.,Didymochlaena truncatula (Sw.) J.Sm.,Didymochlaena truncatula (Sw.) J.Sm.,Didymochlaena truncatula,Didymochlaena sinuosa Desv.,Didymochlaena sinuosa,Didymochlaena,Didymochlaena
887733,Monochlaena sinuosa (Desv.) Gaudich.,Didymochlaena truncatula (Sw.) J.Sm.,Didymochlaena truncatula (Sw.) J.Sm.,Didymochlaena truncatula (Sw.) J.Sm.,Didymochlaena truncatula,Didymochlaena sinuosa Desv.,Didymochlaena sinuosa,Didymochlaena,Didymochlaena
887736,Didymochlaena lunulata var. dimidiata (Kunze) Kuhn,Didymochlaena truncatula (Sw.) J.Sm.,Didymochlaena truncatula (Sw.) J.Sm.,Didymochlaena truncatula (Sw.) J.Sm.,Didymochlaena truncatula,Didymochlaena dimidiata Kunze,Didymochlaena dimidiata,Didymochlaena,Didymochlaena
888051,Polystichum subapiciflorum Hayata,Polystichum biaristatum (Blume) T.Moore,Polystichum biaristatum (Blume) T.Moore,Polystichum biaristatum (Blume) T.Moore,Polystichum biaristatum,Polystichum subapiciflorum Hayata,Polystichum subapiciflorum,Polystichum,Polystichum
