,taxon_name_w_authors,v10_11_12_accepted_name_w_author,v13_taxon_name_w_authors,v13_chained_accepted_name_w_author,v13_chained_accepted_species,v13_direct_accepted_name_w_author,v13_direct_accepted_species
928451,Aconitum zigzag f. grossedentatum Nakai,Aconitum zigzag subsp. zigzag,Aconitum zigzag subsp. zigzag,Aconitum zigzag subsp. zigzag,Aconitum zigzag,Aconitum grossedentatum (Nakai) Nakai,Aconitum grossedentatum
928503,Diosma amoena G.Lodd.,Adenandra villosa subsp. villosa,Adenandra villosa subsp. villosa,Adenandra villosa subsp. villosa,Adenandra villosa,Adenandra fragrans (Sims) Schult.,Adenandra fragrans
928567,Adonis phoenicea (L.) Bercht. & J.Presl,Adonis annua subsp. annua,Adonis annua subsp. annua,Adonis annua subsp. annua,Adonis annua,Adonis aestivalis subsp. aestivalis,Adonis aestivalis
928849,Alepidea ciliaris var. serrata (Eckl. & Zeyh.) Kuntze,Alepidea capensis var. capensis,Alepidea capensis var. capensis,Alepidea capensis var. capensis,Alepidea capensis,Alepidea serrata Eckl. & Zeyh.,Alepidea serrata
929009,Loranthus aurantiacus A.Cunn. ex Hook.,Amyema congener subsp. congener,Amyema congener subsp. congener,Amyema congener subsp. congener,Amyema congener,Amyema miquelii (Lehm. ex Miq.) Tiegh.,Amyema miquelii
929129,Angelica major Lag.,Angelica sylvestris subsp. sylvestris,Angelica sylvestris subsp. sylvestris,Angelica sylvestris subsp. sylvestris,Angelica sylvestris,Angelica major Lag.,Angelica major
929183,Antirrhinum ambiguum Lange,Antirrhinum graniticum subsp. graniticum,Antirrhinum graniticum subsp. graniticum,Antirrhinum graniticum subsp. graniticum,Antirrhinum graniticum,Antirrhinum meonanthum Hoffmanns. & Link,Antirrhinum meonanthum
929342,Arabis incana Roth,Arabis hirsuta subsp. hirsuta,Arabis hirsuta subsp. hirsuta,Arabis hirsuta subsp. hirsuta,Arabis hirsuta,Arabis ciliata Clairv.,Arabis ciliata
929617,Armeria rigida Wallr.,Armeria alliacea subsp. alliacea,Armeria alliacea subsp. alliacea,Armeria alliacea subsp. alliacea,Armeria alliacea,Armeria arenaria subsp. arenaria,Armeria arenaria
929652,Armeria plantaginea subsp. oretana (Bernis) Malag.,Armeria alliacea subsp. alliacea,Armeria alliacea subsp. alliacea,Armeria alliacea subsp. alliacea,Armeria alliacea,Armeria arenaria subsp. segoviensis (Gand. ex Bernis) Nieto Fel.,Armeria arenaria
929653,Armeria plantaginea subsp. segoviensis (Gand. ex Bernis) Rivas Mart.,Armeria alliacea subsp. alliacea,Armeria alliacea subsp. alliacea,Armeria alliacea subsp. alliacea,Armeria alliacea,Armeria arenaria subsp. segoviensis (Gand. ex Bernis) Nieto Fel.,Armeria arenaria
929897,Atriplex hastata var. salina (Wallr.) Gren.,Atriplex patula subsp. patula,Atriplex patula subsp. patula,Atriplex patula subsp. patula,Atriplex patula,Atriplex prostrata subsp. prostrata,Atriplex prostrata
929913,Atriplex salina Desf.,Atriplex patula subsp. patula,Atriplex patula subsp. patula,Atriplex patula subsp. patula,Atriplex patula,Atriplex prostrata subsp. prostrata,Atriplex prostrata
930455,Lithospermum arvense var. coerulescens DC.,Buglossoides arvensis subsp. arvensis,Buglossoides arvensis subsp. arvensis,Buglossoides arvensis subsp. arvensis,Buglossoides arvensis,Buglossoides incrassata subsp. permixta (Jord.) L.Cecchi & Selvi,Buglossoides incrassata
930461,Lithospermum rochelii Friv.,Buglossoides arvensis subsp. arvensis,Buglossoides arvensis subsp. arvensis,Buglossoides arvensis subsp. arvensis,Buglossoides arvensis,"Buglossoides rochelii (Friv.) Stoyanov, Mátis & Sennikov",Buglossoides rochelii
931100,Cardamine nasturtiifolia Steud.,Cardamine pratensis subsp. pratensis,Cardamine pratensis subsp. pratensis,Cardamine pratensis subsp. pratensis,Cardamine pratensis,Rorippa bonariensis var. bonariensis,Rorippa bonariensis
931374,Cerastium vidalii Phil.,Cerastium arvense subsp. arvense,Cerastium arvense subsp. arvense,Cerastium arvense subsp. arvense,Cerastium arvense,Cerastium elongatum Pursh,Cerastium elongatum
932446,Coptis quinquefolia var. pedatoquinquefolia Koidz.,Coptis quinquefolia var. quinquefolia,Coptis quinquefolia var. quinquefolia,Coptis quinquefolia var. quinquefolia,Coptis quinquefolia,Coptis ramosa (Makino) Tamura,Coptis ramosa
932447,Coptis quinquefolia f. ramosa Makino,Coptis quinquefolia var. quinquefolia,Coptis quinquefolia var. quinquefolia,Coptis quinquefolia var. quinquefolia,Coptis quinquefolia,Coptis ramosa (Makino) Tamura,Coptis ramosa
932677,Bulliarda brevifolia Eckl. & Zeyh.,Crassula brevifolia subsp. brevifolia,Crassula brevifolia subsp. brevifolia,Crassula brevifolia subsp. brevifolia,Crassula brevifolia,Crassula decumbens var. brachyphylla (Adamson) Toelken,Crassula decumbens
933048,Delphinium anthriscifolium f. latilobulatum W.T.Wang,Delphinium anthriscifolium var. anthriscifolium,Delphinium anthriscifolium var. anthriscifolium,Delphinium anthriscifolium Hance,Delphinium anthriscifolium,Delphinium zanlanscianense W.G.Zhang & X.Yu Luo,Delphinium zanlanscianense
933705,Erophila rubella Jord.,Draba verna var. verna,Draba verna var. verna,Draba verna var. verna,Draba verna,Draba praecox Steven,Draba praecox
933991,Echinocereus triglochidiatus var. multicostatus (Cels) W.T.Marshall,Echinocereus triglochidiatus subsp. triglochidiatus,Echinocereus triglochidiatus subsp. triglochidiatus,Echinocereus triglochidiatus subsp. triglochidiatus,Echinocereus triglochidiatus,Echinocereus polyacanthus Engelm.,Echinocereus polyacanthus
934401,Epimedium grandiflorum f. flavescens Stearn,Epimedium grandiflorum var. grandiflorum,Epimedium grandiflorum var. grandiflorum,Epimedium grandiflorum var. grandiflorum,Epimedium grandiflorum,Epimedium × setosum Koidz.,Epimedium × setosum
934423,Arenaria capillaris f. glandulifera (Ser.) Kitag.,Eremogone capillaris var. capillaris,Eremogone capillaris var. capillaris,Eremogone capillaris var. capillaris,Eremogone capillaris,Eremogone formosa (Fisch. ex Ser.) Fenzl,Eremogone formosa
934434,Arenaria subulata var. glandulifera Ser.,Eremogone capillaris var. capillaris,Eremogone capillaris var. capillaris,Eremogone capillaris var. capillaris,Eremogone capillaris,Eremogone formosa (Fisch. ex Ser.) Fenzl,Eremogone formosa
934992,Erysimum bocconei (All.) Pers.,Erysimum nevadense subsp. nevadense,Erysimum nevadense subsp. nevadense,Erysimum nevadense subsp. nevadense,Erysimum nevadense,Erysimum diffusum Ehrh.,Erysimum diffusum
935606,Frankenia nodiflora Lam.,Frankenia pulverulenta subsp. pulverulenta,Frankenia pulverulenta subsp. pulverulenta,Frankenia pulverulenta subsp. pulverulenta,Frankenia pulverulenta,Frankenia nodiflora Lam.,Frankenia nodiflora
935634,Fumana ericoides var. glandulosa Pau,Fumana ericoides subsp. ericoides,Fumana ericoides subsp. ericoides,Fumana ericoides subsp. ericoides,Fumana ericoides,Fumana scoparia Pomel,Fumana scoparia
935891,Gentiana gracilis Nees,Gentianella amarella subsp. amarella,Gentianella amarella subsp. amarella,Gentianella amarella subsp. amarella,Gentianella amarella,Gentianella obtusifolia (F.W.Schmidt) Holub,Gentianella obtusifolia
936184,Gonostegia gracilis (Miq.) Miq.,Gonostegia pentandra var. pentandra,Gonostegia pentandra var. pentandra,Gonostegia pentandra var. pentandra,Gonostegia pentandra,Gonostegia gracilis (Miq.) Miq.,Gonostegia gracilis
936187,Hyrtanandra gracilis Miq.,Gonostegia pentandra var. pentandra,Gonostegia pentandra var. pentandra,Gonostegia pentandra var. pentandra,Gonostegia pentandra,Gonostegia gracilis (Miq.) Miq.,Gonostegia gracilis
936198,Pouzolzia meeboldii W.W.Sm. & Ramaswami,Gonostegia pentandra var. pentandra,Gonostegia pentandra var. pentandra,Gonostegia pentandra var. pentandra,Gonostegia pentandra,Gonostegia meeboldii (W.W.Sm. & Ramaswami) Pusalkar & Ingle,Gonostegia meeboldii
936199,Pouzolzia pentandra var. gracilis (Miq.) Friis & Wilmot-Dear,Gonostegia pentandra var. pentandra,Gonostegia pentandra var. pentandra,Gonostegia pentandra var. pentandra,Gonostegia pentandra,Gonostegia gracilis (Miq.) Miq.,Gonostegia gracilis
936202,Pouzolzia longifolia Wight,Gonostegia pentandra var. pentandra,Gonostegia pentandra var. pentandra,Gonostegia pentandra var. pentandra,Gonostegia pentandra,Gonostegia bennettiana var. longifolia (Wight) Pusalkar & Ingle,Gonostegia bennettiana
936205,Pouzolzia acuta Wight,Gonostegia pentandra var. pentandra,Gonostegia pentandra var. pentandra,Gonostegia pentandra var. pentandra,Gonostegia pentandra,Gonostegia bennettiana var. acuta (Wight) Pusalkar & Ingle,Gonostegia bennettiana
936374,Guarea grandiflora Steud.,Guarea macrophylla subsp. macrophylla,Guarea macrophylla subsp. macrophylla,Guarea macrophylla subsp. macrophylla,Guarea macrophylla,Guarea megantha A.Juss.,Guarea megantha
936648,Helianthemum canum f. glandulosum (Willk.) Grosser,Helianthemum marifolium subsp. marifolium,Helianthemum marifolium subsp. marifolium,Helianthemum marifolium subsp. marifolium,Helianthemum marifolium,Helianthemum canum subsp. canum,Helianthemum canum
936775,Helleborus multifidus var. violascens (Beck) Martinis,Helleborus multifidus subsp. multifidus,Helleborus multifidus subsp. multifidus,Helleborus multifidus subsp. multifidus,Helleborus multifidus,Helleborus torquatus Archer-Hind,Helleborus torquatus
936878,Hesperis oreophila Kitag.,Hesperis matronalis subsp. matronalis,Hesperis matronalis subsp. matronalis,Hesperis matronalis subsp. matronalis,Hesperis matronalis,Hesperis sibirica subsp. sibirica,Hesperis sibirica
936956,Hibbertia teretifolia var. bisulcata F.Muell.,Hibbertia hibbertioides var. hibbertioides,Hibbertia hibbertioides var. hibbertioides,Hibbertia hibbertioides var. hibbertioides,Hibbertia hibbertioides,Hibbertia glaucophylla (Steud.) K.R.Thiele & T.Hammer,Hibbertia glaucophylla
937110,Hovenia pubescens Sweet,Hovenia dulcis var. dulcis,Hovenia dulcis var. dulcis,Hovenia dulcis Thunb.,Hovenia dulcis,Hovenia pubescens Sweet,Hovenia pubescens
937365,Ilex ligustrina var. minutiflora (A.Rich.) Loes.,Ilex vomitoria subsp. vomitoria,Ilex vomitoria subsp. vomitoria,Ilex vomitoria subsp. vomitoria,Ilex vomitoria,Banara minutiflora (A.Rich.) Sleumer,Banara minutiflora
937416,Ilex cuneifolia Hook.,Jodina rhombifolia subsp. rhombifolia,Jodina rhombifolia subsp. rhombifolia,Jodina rhombifolia subsp. rhombifolia,Jodina rhombifolia,Ilex obcordata var. obcordata,Ilex obcordata
937854,Prunus anomala Koehne,Prunus armeniaca var. armeniaca,Prunus armeniaca var. armeniaca,Prunus armeniaca var. armeniaca,Prunus armeniaca,Prunus mume var. mume,Prunus mume
937920,Crataegus azarolus proles ruscinonensis (Gren. & Blanc) Rouy & E.G.Camus,Crataegus azarolus var. azarolus,Crataegus azarolus var. azarolus,Crataegus azarolus var. azarolus,Crataegus azarolus,Crataegus × ruscinonensis Gren. & Blanc,Crataegus × ruscinonensis
938043,Solidago canadensis var. bartramiana (Fernald) Beaudry,Solidago canadensis var. canadensis,Solidago canadensis var. canadensis,Solidago canadensis var. canadensis,Solidago canadensis,Solidago × bartramiana Fernald,Solidago × bartramiana
938069,Carduus cynaroides Lam.,Cynara cardunculus subsp. cardunculus,Cynara cardunculus subsp. cardunculus,Cynara cardunculus subsp. cardunculus,Cynara cardunculus,Lamyropsis cynaroides (Lam.) Dittrich,Lamyropsis cynaroides
938072,Chamaepeuce cynaroides (Lam.) DC.,Cynara cardunculus subsp. cardunculus,Cynara cardunculus subsp. cardunculus,Cynara cardunculus subsp. cardunculus,Cynara cardunculus,Lamyropsis cynaroides (Lam.) Dittrich,Lamyropsis cynaroides
938075,Carduus cynara E.H.L.Krause,Cynara cardunculus subsp. cardunculus,Cynara cardunculus subsp. cardunculus,Cynara cardunculus subsp. cardunculus,Cynara cardunculus,Lamyropsis cynaroides (Lam.) Dittrich,Lamyropsis cynaroides
938136,Dendranthema indicum var. edule (Kitam.) Kitam.,Chrysanthemum indicum var. indicum,Chrysanthemum indicum var. indicum,Chrysanthemum indicum var. indicum,Chrysanthemum indicum,Chrysanthemum nankingense Hand.-Mazz.,Chrysanthemum nankingense
938139,Chrysanthemum indicum var. edule Kitam.,Chrysanthemum indicum var. indicum,Chrysanthemum indicum var. indicum,Chrysanthemum indicum var. indicum,Chrysanthemum indicum,Chrysanthemum nankingense Hand.-Mazz.,Chrysanthemum nankingense
938149,Chrysanthemum nankingense Hand.-Mazz.,Chrysanthemum indicum var. indicum,Chrysanthemum indicum var. indicum,Chrysanthemum indicum var. indicum,Chrysanthemum indicum,Chrysanthemum nankingense Hand.-Mazz.,Chrysanthemum nankingense
938151,Dendranthema nankingense (Hand.-Mazz.) X.D.Cui,Chrysanthemum indicum var. indicum,Chrysanthemum indicum var. indicum,Chrysanthemum indicum var. indicum,Chrysanthemum indicum,Chrysanthemum nankingense Hand.-Mazz.,Chrysanthemum nankingense
938156,Dendranthema indicum var. maruyamanum (Kitam.) Kitam.,Chrysanthemum indicum var. indicum,Chrysanthemum indicum var. indicum,Chrysanthemum indicum var. indicum,Chrysanthemum indicum,Chrysanthemum × morifolium (Ramat.) Hemsl.,Chrysanthemum × morifolium
938157,Dendranthema indicum var. tsurugisanense (Kitam.) Kitam.,Chrysanthemum indicum var. indicum,Chrysanthemum indicum var. indicum,Chrysanthemum indicum var. indicum,Chrysanthemum indicum,Chrysanthemum × morifolium (Ramat.) Hemsl.,Chrysanthemum × morifolium
938488,Salix stylosa var. lancifolia (Ser.) DC.,Salix myrsinifolia subsp. myrsinifolia,Salix myrsinifolia subsp. myrsinifolia,Salix myrsinifolia subsp. myrsinifolia,Salix myrsinifolia,Salix hastata subsp. hastata,Salix hastata
938495,Salix phylicifolia var. lancifolia (Ser.) Gaudin,Salix myrsinifolia subsp. myrsinifolia,Salix myrsinifolia subsp. myrsinifolia,Salix myrsinifolia subsp. myrsinifolia,Salix myrsinifolia,Salix hastata subsp. hastata,Salix hastata
938863,Carduus horridus Adams,Centaurea benedicta var. benedicta,Centaurea benedicta var. benedicta,Centaurea benedicta var. benedicta,Centaurea benedicta,"Lophiolepis horrida (Adams) Bureš, Del Guacchio, Iamonico & P.Caputo",Lophiolepis horrida
938910,Vernonia apocynifolia Baker,Cyanthillium cinereum var. cinereum,Cyanthillium cinereum var. cinereum,Cyanthillium cinereum var. cinereum,Cyanthillium cinereum,"Humbertacalia apocynifolia (Baker) Rabarim., Callm. & J.Calvo",Humbertacalia apocynifolia
939159,Crataegus dasyphylla Sarg.,Crataegus mollis var. mollis,Crataegus mollis var. mollis,Crataegus mollis var. mollis,Crataegus mollis,Crataegus texana var. dasyphylla (Sarg.) Phipps,Crataegus texana
939321,Fragaria sylvestris var. abortiva Weston,Fragaria vesca subsp. vesca,Fragaria vesca subsp. vesca,Fragaria vesca subsp. vesca,Fragaria vesca,Fragaria viridis subsp. viridis,Fragaria viridis
939455,Malus xiaojinensis M.H.Cheng & N.G.Jiang,Malus baccata var. baccata,Malus baccata var. baccata,Malus baccata var. baccata,Malus baccata,Malus daochengensis C.L.Li,Malus daochengensis
939483,Malus baccata var. xiaojinensis (M.H.Cheng & N.G.Jiang) Ponomar.,Malus baccata var. baccata,Malus baccata var. baccata,Malus baccata var. baccata,Malus baccata,Malus daochengensis C.L.Li,Malus daochengensis
939565,Potentilla chrysantha proles nestleriana (Tratt.) Th.Wolf,Potentilla chrysantha subsp. chrysantha,Potentilla chrysantha subsp. chrysantha,Potentilla chrysantha subsp. chrysantha,Potentilla chrysantha,Potentilla thuringiaca Bernh. ex Link,Potentilla thuringiaca
939605,Potentilla heptaphylla var. nestleriana (Tratt.) Fiori,Potentilla heptaphylla subsp. heptaphylla,Potentilla heptaphylla subsp. heptaphylla,Potentilla heptaphylla subsp. heptaphylla,Potentilla heptaphylla,Potentilla thuringiaca Bernh. ex Link,Potentilla thuringiaca
940282,Rosa virginiana Herrm.,Rosa virginiana subsp. virginiana,Rosa virginiana subsp. virginiana,Rosa virginiana subsp. virginiana,Rosa virginiana,Rosa spinosissima var. spinosissima,Rosa spinosissima
940582,Rubus inedulis Rolfe,Rubus rigidus var. rigidus,Rubus rigidus var. rigidus,Rubus rigidus var. rigidus,Rubus rigidus,Rubus inedulis Rolfe,Rubus inedulis
941476,Saussurea japonica var. lineariloba Nakai,Saussurea japonica var. japonica,Saussurea japonica var. japonica,Saussurea japonica var. japonica,Saussurea japonica,Saussurea pulchella (Fisch.) Fisch. ex Colla,Saussurea pulchella
941478,Saussurea japonica var. dentata Kom.,Saussurea japonica var. japonica,Saussurea japonica var. japonica,Saussurea japonica var. japonica,Saussurea japonica,Saussurea pulchella (Fisch.) Fisch. ex Colla,Saussurea pulchella
941482,Saussurea japonica var. subtomentosa Kom.,Saussurea japonica var. japonica,Saussurea japonica var. japonica,Saussurea japonica var. japonica,Saussurea japonica,Saussurea pulchella (Fisch.) Fisch. ex Colla,Saussurea pulchella
941484,Saussurea glomerata var. chinensis F.H.Chen,Saussurea japonica var. japonica,Saussurea japonica var. japonica,Saussurea japonica var. japonica,Saussurea japonica,Saussurea amara (L.) DC.,Saussurea amara
941598,Taraxacum aschabadense Schischk.,Taraxacum monochlamydeum f. monochlamydeum,Taraxacum monochlamydeum f. monochlamydeum,Taraxacum monochlamydeum f. monochlamydeum,Taraxacum monochlamydeum,Taraxacum aschabadense Schischk.,Taraxacum aschabadense
941600,Taraxacum vernale Schischk.,Taraxacum monochlamydeum f. monochlamydeum,Taraxacum monochlamydeum f. monochlamydeum,Taraxacum monochlamydeum f. monochlamydeum,Taraxacum monochlamydeum,Taraxacum multiscaposum Schischk.,Taraxacum multiscaposum
941661,Hieracium bifidum subsp. subangulatum Zahn,Hieracium ravidum var. ravidum,Hieracium ravidum var. ravidum,Hieracium ravidum var. ravidum,Hieracium ravidum,Hieracium subcaesium var. subcaesium,Hieracium subcaesium
942156,Bellis javanica Blume,Myriactis wightii var. wightii,Myriactis wightii var. wightii,Myriactis wightii var. wightii,Myriactis wightii,Myriactis javanica (Blume) DC.,Myriactis javanica
942157,Lagenophora javanica Blume ex DC.,Myriactis wightii var. wightii,Myriactis wightii var. wightii,Myriactis wightii var. wightii,Myriactis wightii,Myriactis javanica (Blume) DC.,Myriactis javanica
942198,Aster tubulosus Kitam.,Aster ageratoides var. ageratoides,Aster ageratoides var. ageratoides,Aster ageratoides var. ageratoides,Aster ageratoides,Aster microcephalus var. microcephalus,Aster microcephalus
943127,Lycopodium linifolium var. laxum Fée,Huperzia linifolia var. linifolia,Huperzia linifolia var. linifolia,Huperzia linifolia var. linifolia,Huperzia linifolia,Huperzia cancellata (Spring) Trevis.,Huperzia cancellata
943131,Urostachys linifolius var. laxus (Fée) Herter ex Nessel,Huperzia linifolia var. linifolia,Huperzia linifolia var. linifolia,Huperzia linifolia var. linifolia,Huperzia linifolia,Huperzia cancellata (Spring) Trevis.,Huperzia cancellata
943199,Marsilea crenata C.Presl,Marsilea minuta var. minuta,Marsilea minuta var. minuta,Marsilea minuta var. minuta,Marsilea minuta,Marsilea crenata C.Presl,Marsilea crenata
943402,Asplenium bidentatum Willd.,Asplenium erosum var. erosum,Asplenium erosum var. erosum,Asplenium erosum var. erosum,Asplenium erosum,Hymenasplenium laetum (Sw.) L.Regalado & Prada,Hymenasplenium laetum
943578,Diplazium allantodioides Ching,Diplazium virescens var. virescens,Diplazium virescens var. virescens,Diplazium virescens var. virescens,Diplazium virescens,Diplazium conterminum Christ,Diplazium conterminum
943579,Allantodia allantodioides (Ching) Ching,Diplazium virescens var. virescens,Diplazium virescens var. virescens,Diplazium virescens var. virescens,Diplazium virescens,Diplazium conterminum Christ,Diplazium conterminum
943870,Cyathea melanocaula Desv.,Alsophila borbonica var. borbonica,Alsophila borbonica var. borbonica,Alsophila borbonica var. borbonica,Alsophila borbonica,Alsophila melanocaula (Desv.) R.M.Tryon,Alsophila melanocaula
943882,Dicksonia navarrensis Christ,Dicksonia karsteniana var. karsteniana,Dicksonia karsteniana var. karsteniana,Dicksonia karsteniana var. karsteniana,Dicksonia karsteniana,Dicksonia navarrensis Christ,Dicksonia navarrensis
943883,Dicksonia ghiesbreghtii Maxon,Dicksonia karsteniana var. karsteniana,Dicksonia karsteniana var. karsteniana,Dicksonia karsteniana var. karsteniana,Dicksonia karsteniana,Dicksonia navarrensis Christ,Dicksonia navarrensis
944023,Trymalium billardierei Fenzl,Trymalium odoratissimum subsp. odoratissimum,Trymalium odoratissimum subsp. odoratissimum,Trymalium odoratissimum subsp. odoratissimum,Trymalium odoratissimum,Trymalium spatulatum (Labill.) G.Don,Trymalium spatulatum
944073,Trymalium billardierei var. densetomentosa Fenzl,Trymalium odoratissimum subsp. odoratissimum,Trymalium odoratissimum subsp. odoratissimum,Trymalium odoratissimum subsp. odoratissimum,Trymalium odoratissimum,Trymalium spatulatum (Labill.) G.Don,Trymalium spatulatum
946073,Galactia formosa (Griseb.) Stuck. ex Seckt,Nanogalactia heterophylla (Gillies ex Hook.) L.P.Queiroz,Nanogalactia heterophylla (Gillies ex Hook.) L.P.Queiroz,Nanogalactia heterophylla (Gillies ex Hook.) L.P.Queiroz,Nanogalactia heterophylla,Collaea argentina Griseb.,Collaea argentina
946074,Collaea argentina Griseb.,Nanogalactia heterophylla (Gillies ex Hook.) L.P.Queiroz,Nanogalactia heterophylla (Gillies ex Hook.) L.P.Queiroz,Nanogalactia heterophylla (Gillies ex Hook.) L.P.Queiroz,Nanogalactia heterophylla,Collaea argentina Griseb.,Collaea argentina
946076,Collaea formosa Griseb.,Nanogalactia heterophylla (Gillies ex Hook.) L.P.Queiroz,Nanogalactia heterophylla (Gillies ex Hook.) L.P.Queiroz,Nanogalactia heterophylla (Gillies ex Hook.) L.P.Queiroz,Nanogalactia heterophylla,Collaea argentina Griseb.,Collaea argentina
949665,Coelogyne picta Schltr.,Coelogyne assamica Linden & Rchb.f.,Coelogyne assamica Linden & Rchb.f.,Coelogyne fuscescens Lindl.,Coelogyne fuscescens,Coelogyne cycnoches C.S.P.Parish & Rchb.f.,Coelogyne cycnoches
1118445,Acalypha weddelliana var. major (Baill.) Müll.Arg.,Acalypha weddelliana Baill.,Acalypha weddelliana Baill.,Acalypha accedens Müll.Arg.,Acalypha accedens,Acalypha brasiliensis subsp. psilophylla (Müll.Arg.) Cardiel & A.A.C.Sousa,Acalypha brasiliensis
1118886,"Lemurangis longinodis (Frapp. ex Cordem.) Szlach., Mytnik & Grochocka",Angraecum patens Frapp. ex Cordem.,Angraecum patens Frapp. ex Cordem.,Angraecum patens Frapp. ex Cordem.,Angraecum patens,Angraecum costatum Frapp. ex Cordem.,Angraecum costatum
1118887,Mystacidium longinode (Frapp. ex Cordem.) Cordem.,Angraecum patens Frapp. ex Cordem.,Angraecum patens Frapp. ex Cordem.,Angraecum patens Frapp. ex Cordem.,Angraecum patens,Angraecum costatum Frapp. ex Cordem.,Angraecum costatum
1118893,"Lesliegraecum spicatum (Cordem.) Szlach., Mytnik & Grochocka",Angraecum tenellum (Ridl.) Schltr.,Angraecum tenellum (Ridl.) Schltr.,Angraecum tenellum (Ridl.) Schltr.,Angraecum tenellum,Angraecum parvulum Ayres ex S.Moore,Angraecum parvulum
1118894,Angraecum spicatum (Cordem.) Schltr.,Angraecum tenellum (Ridl.) Schltr.,Angraecum tenellum (Ridl.) Schltr.,Angraecum tenellum (Ridl.) Schltr.,Angraecum tenellum,Angraecum parvulum Ayres ex S.Moore,Angraecum parvulum
1119202,Attalea leandroana (Barb.Rodr.) Zona,Attalea phalerata Mart. ex Spreng.,Attalea phalerata Mart. ex Spreng.,Attalea phalerata Mart. ex Spreng.,Attalea phalerata,Attalea butyracea (Mutis ex L.f.) Wess.Boer,Attalea butyracea
1119619,Jejosephia pusilla (J.Joseph & H.Deka) A.N.Rao & Mani,Bulbophyllum moniliforme C.S.P.Parish & Rchb.f.,Bulbophyllum moniliforme C.S.P.Parish & Rchb.f.,Bulbophyllum moniliforme C.S.P.Parish & Rchb.f.,Bulbophyllum moniliforme,"Bulbophyllum jejosephii J.J.Verm., Schuit. & de Vogel",Bulbophyllum jejosephii
1119621,"Bulbophyllum jejosephii J.J.Verm., Schuit. & de Vogel",Bulbophyllum moniliforme C.S.P.Parish & Rchb.f.,Bulbophyllum moniliforme C.S.P.Parish & Rchb.f.,Bulbophyllum moniliforme C.S.P.Parish & Rchb.f.,Bulbophyllum moniliforme,"Bulbophyllum jejosephii J.J.Verm., Schuit. & de Vogel",Bulbophyllum jejosephii
1119844,Callitriche bifida (L.) Morong,Callitriche hermaphroditica subsp. hermaphroditica,Callitriche hermaphroditica subsp. hermaphroditica,Callitriche hermaphroditica subsp. hermaphroditica,Callitriche hermaphroditica,Callitriche palustris subsp. palustris,Callitriche palustris
1120524,Pleione cycnoches (C.S.P.Parish & Rchb.f.) Kuntze,Coelogyne fuscescens Lindl.,Coelogyne fuscescens Lindl.,Coelogyne fuscescens Lindl.,Coelogyne fuscescens,Coelogyne cycnoches C.S.P.Parish & Rchb.f.,Coelogyne cycnoches
1120587,Coprosma brunnea (Kirk) Cockayne,Coprosma acerosa A.Cunn.,Coprosma acerosa A.Cunn.,Coprosma acerosa A.Cunn.,Coprosma acerosa,Coprosma brunnea (Kirk) Cockayne,Coprosma brunnea
1120727,Corymbia citriodora subsp. variegata (F.Muell.) A.R.Bean & M.W.McDonald,Corymbia citriodora (Hook.) K.D.Hill & L.A.S.Johnson,Corymbia citriodora (Hook.) K.D.Hill & L.A.S.Johnson,Corymbia citriodora (Hook.) K.D.Hill & L.A.S.Johnson,Corymbia citriodora,Corymbia variegata (F.Muell.) K.D.Hill & L.A.S.Johnson,Corymbia variegata
1120728,Corymbia variegata (F.Muell.) K.D.Hill & L.A.S.Johnson,Corymbia citriodora (Hook.) K.D.Hill & L.A.S.Johnson,Corymbia citriodora (Hook.) K.D.Hill & L.A.S.Johnson,Corymbia citriodora (Hook.) K.D.Hill & L.A.S.Johnson,Corymbia citriodora,Corymbia variegata (F.Muell.) K.D.Hill & L.A.S.Johnson,Corymbia variegata
1120734,Corymbia drysdalensis (D.J.Carr & S.G.M.Carr) K.D.Hill & L.A.S.Johnson,Corymbia dichromophloia (F.Muell.) K.D.Hill & L.A.S.Johnson,Corymbia dichromophloia (F.Muell.) K.D.Hill & L.A.S.Johnson,Corymbia dichromophloia (F.Muell.) K.D.Hill & L.A.S.Johnson,Corymbia dichromophloia,Corymbia drysdalensis (D.J.Carr & S.G.M.Carr) K.D.Hill & L.A.S.Johnson,Corymbia drysdalensis
1121089,Cynorkis micrantha (Frapp. ex Cordem.) Schltr.,Cynorkis falcata (Frapp. ex Cordem.) Schltr.,Cynorkis falcata (Frapp. ex Cordem.) Schltr.,Cynorkis falcata (Frapp. ex Cordem.) Schltr.,Cynorkis falcata,Cynorkis micrantha (Frapp. ex Cordem.) Schltr.,Cynorkis micrantha
1121472,Callista lubbersiana (Rchb.f.) Kuntze,Dendrobium cariniferum Rchb.f.,Dendrobium cariniferum Rchb.f.,Dendrobium cariniferum Rchb.f.,Dendrobium cariniferum,Dendrobium williamsonii Day & Rchb.f.,Dendrobium williamsonii
1121489,Callista lawiana (Lindl.) Kuntze,Dendrobium crepidatum Lindl. & Paxton,Dendrobium crepidatum Lindl. & Paxton,Dendrobium crepidatum Lindl. & Paxton,Dendrobium crepidatum,Dendrobium lawianum Lindl.,Dendrobium lawianum
